id,name,address,city,state,phone,website,source,source_url,keyword,confidence_score,collected_at
"cmp-68a874e5","Burnett'S Staffing","8117 Preston Rd Suite 300, Dallas, TX 75225, USA","Dallas","TX","(972) 385-7600","http://www.burnetts.com","google_places","https://maps.google.com/?cid=6628530324525282704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:51.981Z"
"cmp-af9289e7","Tekk Force","16910 Dallas Pkwy #212, Dallas, TX 75248, USA","Dallas","TX","(817) 417-9800","http://www.tekkforce.com","google_places","https://maps.google.com/?cid=10538424713934982974&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:51.981Z"
"cmp-ebbbfcc6","Cornerstone Staffing","5080 Spectrum Dr Suite Ste 580E, Addison, TX 75001, USA","Dallas","TX","(972) 242-4888","https://www.cornerstonestaffing.com/locations-contact-us/addison","google_places","https://maps.google.com/?cid=10136989114691011463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:51.982Z"
"cmp-a17259c8","Staffing For Texans","13615 Inwood Rd Suite 115, Farmers Branch, TX 75244, USA","Dallas","TX","(972) 417-1240","https://staffingfortexans.com","google_places","https://maps.google.com/?cid=9382827497027651677&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:51.982Z"
"cmp-c31f31cc","Integrity Staffing Solutions","100 Decker Ct Suite 160, Irving, TX 75062, USA","Dallas","TX","(469) 947-7700","http://integritystaffing.com","google_places","https://maps.google.com/?cid=2125871480296112439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:51.982Z"
"cmp-a4928fe8","Motion Recruitment","2323 Victory Ave #540, Dallas, TX 75219, USA","Dallas","TX","(469) 458-9486","https://motionrecruitment.com/about/locations/dallas-fort-worth-it-staffing-recruiting?utm_source?utm_source=google-business&utm_medium=organic&utm_campaign=dallas","google_places","https://maps.google.com/?cid=2423515495719205647&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:51.982Z"
"cmp-9b202b98","Dreamjob Staffing","910 S Pearl Expy, Dallas, TX 75201, USA","Dallas","TX","(888) 713-7326","https://staffingdreamjob.com","google_places","https://maps.google.com/?cid=926070719925009319&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:51.982Z"
"cmp-0b0c4816","Frontline Source Group","4245 N Central Expy #300, Dallas, TX 75205, USA","Dallas","TX","(214) 744-5627","https://www.frontlinesourcegroup.com/dallas.html","google_places","https://maps.google.com/?cid=10193961178596799089&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:51.982Z"
"cmp-cbf25f54","Teamwrx Dallas-Fort Worth","8585 N Stemmons Fwy Ste. 104 N, Dallas, TX 75247, USA","Dallas","TX","(469) 776-0095","https://teamwrxstaff.com/dallas-fort-worth","google_places","https://maps.google.com/?cid=16895832651869178668&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:51.982Z"
"cmp-f63c4457","Mts Dallas Temps","7320 Hines Pl, Dallas, TX 75235, USA","Dallas","TX","(214) 638-8600","http://mtsdallastemps.com","google_places","https://maps.google.com/?cid=13412265029803257499&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:51.982Z"
"cmp-b6e22b4d","Staff Force Personnel Services - Austin","4631 Airport Blvd #131, Austin, TX 78751, USA","Austin","TX","(512) 458-5500","http://www.staff-force.com","google_places","https://maps.google.com/?cid=15909692130305202547&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-412bfe86","Scion Staffing","8120 Research Blvd Suite 105 #275, Austin, TX 78758, USA","Austin","TX","(512) 291-3199","https://www.scionstaffingaustin.com","google_places","https://maps.google.com/?cid=14071495999097895812&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-20cec494","Reliable Staffing","100 Congress Ave. Suite #2000, Austin, TX 78701, USA","Austin","TX","(512) 977-9675","http://reliablestaffing.com/austin","google_places","https://maps.google.com/?cid=5527266710998119346&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-e10eac6d","The Ht Group","9600 Great Hills Trl, Austin, TX 78759, USA","Austin","TX","(512) 533-9700","https://www.thehtgroup.com","google_places","https://maps.google.com/?cid=12872371727035661400&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-e01f18ba","The A List Staffing","505 E Huntland Dr #190, Austin, TX 78752, USA","Austin","TX","(512) 458-5271","http://www.thealiststaffing.com","google_places","https://maps.google.com/?cid=12506260670051750891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-ed1ecdf6","Adecco Staffing","2438 W Anderson Ln. Suite A-2, Austin, TX 78757, USA","Austin","TX","(512) 454-5211","https://www.adecco.com/en-us/locations/texas/austin/adecco-staffing-austin-tx-adus_027673","google_places","https://maps.google.com/?cid=12482482425273598428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-d326f170","Ultimate Staffing Services","9600 Great Hills Trl Suite 150W, Austin, TX 78759, USA","Austin","TX","(512) 795-8635","https://www.ultimatestaffing.com/locations/view/austin","google_places","https://maps.google.com/?cid=13901132884217431418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-047dfaa9","Hire Up Staffing Services","9430 Research Blvd I | Suite 100, Austin, TX 78759, USA","Austin","TX","(512) 647-1487","http://www.hireupss.com","google_places","https://maps.google.com/?cid=15477701912927832422&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-654c4807","Express Employment Professionals","8900 Shoal Creek Blvd #125, Austin, TX 78757, USA","Austin","TX","(512) 453-3838","https://www.expresspros.com/us-texas-austin-north","google_places","https://maps.google.com/?cid=2102301810202251106&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-cb410675","Recruitability","300 E Highland Mall Blvd #110, Austin, TX 78752, USA","Austin","TX","(512) 744-9073","http://www.therecruitability.com","google_places","https://maps.google.com/?cid=1943928241379878851&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-d1203f38","Penn Apartment Staffing","3508 Far W Blvd # 175, Austin, TX 78731, USA","Austin","TX","(512) 714-3901","http://www.pennapartmentstaffing.com","google_places","https://maps.google.com/?cid=5351786959620562414&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-a22c9cae","Ati Solutions, Inc","1401 Lavaca St #579, Austin, TX 78701, USA","Austin","TX","(737) 301-9117","https://atisolutionsinc.com","google_places","https://maps.google.com/?cid=1421543391160350262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-5f186a35","Aerotek","8611 N Mopac Expy #400, Austin, TX 78759, USA","Austin","TX","(512) 257-6900","https://www.aerotek.com/en/locations/united-states/texas/austin?ecid=ls_aero_bizlist_091222_seo7123020","google_places","https://maps.google.com/?cid=8530674739083494387&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-cff29473","Insight Global","401 N Congress Ave Suite 1600, Austin, TX 78701, USA","Austin","TX","(855) 485-8732","https://insightglobal.com/locations/texas/staffing-agency-austin-tx/?utm_source=gmb&utm_medium=Yext","google_places","https://maps.google.com/?cid=9357249539082571071&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-923f9507","Snelling Staffing","1524 S I-35 Frontage Rd #340, Austin, TX 78704, USA","Austin","TX","(512) 302-5465","https://austin.snelling.com","google_places","https://maps.google.com/?cid=3934651484675426840&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-47c718f6","Core Personnel Staffing Services","8000 Anderson Square #101, Austin, TX 78757, USA","Austin","TX","(737) 279-7640","","google_places","https://maps.google.com/?cid=586702440677346155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-afdaf50f","Building Team Solutions, Inc","7103 E Riverside Dr, Austin, TX 78741, USA","Austin","TX","","https://btsjobs.com","google_places","https://maps.google.com/?cid=10507471092169635378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.250Z"
"cmp-bffbbba0","I.T. Staffing","2500 Wilcrest Dr, Houston, TX 77042, USA","Houston","TX","(713) 361-1270","https://www.it-staffing.com","google_places","https://maps.google.com/?cid=4954534457981695321&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-38c8b23b","Integrated Staffing & Payroll Solutions, LLC","12254 Queenston Blvd Ste B, Houston, TX 77095, USA","Houston","TX","(281) 766-4132","http://integratedstaffingllc.com","google_places","https://maps.google.com/?cid=11016603094766794534&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-b3c95eb9","Link Staffing","9555 W Sam Houston Pkwy S Suite 120, Houston, TX 77099, USA","Houston","TX","(713) 341-0992","https://linkstaffing.com/locations/houston-west","google_places","https://maps.google.com/?cid=1830167997054554589&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-45b386ad","Core Personnel Staffing Services","11200 Northwest Fwy Suite 700, Houston, TX 77092, USA","Houston","TX","(832) 916-4165","","google_places","https://maps.google.com/?cid=6223627494215715973&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-a92e4bf3","Itm Staffing Enterprise LLC","3120 Southwest Fwy ste 101, Houston, TX 77098, USA","Houston","TX","(832) 387-6255","https://itmstaffing.com","google_places","https://maps.google.com/?cid=2419277794625541995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-0b9841ef","Ultimate Staffing Services","2 Riverway Dr Ste 1065, Houston, TX 77056, USA","Houston","TX","(713) 622-8774","https://www.ultimatestaffing.com/locations/view/houston-galleria","google_places","https://maps.google.com/?cid=3077440011470357369&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-c0fac57e","Tpi Staffing Inc.","21840 Northwest Fwy, Cypress, TX 77429, USA","Houston","TX","(281) 890-2220","http://www.tpistaffing.com","google_places","https://maps.google.com/?cid=4584679077223457341&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-87f1d81d","New Tech Global Staffing","911 Regional Park Dr, Houston, TX 77060, USA","Houston","TX","(281) 872-9300","https://www.ntstaffing.com","google_places","https://maps.google.com/?cid=747029133447306749&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-00fa8999","Xl Pro Staffing & Consulting","12605 East Fwy #540, Houston, TX 77015, USA","Houston","TX","(713) 670-0084","https://www.xlpro.com","google_places","https://maps.google.com/?cid=7019914330682195795&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-c2883326","A.T. Staffing - Houston","2622 Fondren Rd, Houston, TX 77063, USA","Houston","TX","(713) 521-4623","https://www.advtemp.com","google_places","https://maps.google.com/?cid=496141225495018533&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-def3f00b","Spectris Staffing Group, LLC","3517 Irvington Blvd Ste 201, Houston, TX 77009, USA","Houston","TX","(346) 219-2188","http://www.spectrisstaffing.com","google_places","https://maps.google.com/?cid=8857751706685687915&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-be232be0","Hire Priority Staffing","5161 San Felipe St Ste 320 #7202, Houston, TX 77056, USA","Houston","TX","(713) 960-9906","http://www.hirepriority.com","google_places","https://maps.google.com/?cid=2935567014178137322&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-0ee45de6","Link Staffing","11811 East Fwy Suite 500, Houston, TX 77029, USA","Houston","TX","(713) 455-6700","https://linkstaffing.com/locations/houston-east","google_places","https://maps.google.com/?cid=14877282306819395330&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-b894341a","Burnett Specialists","9800 Richmond Ave #800, Houston, TX 77042, USA","Houston","TX","(713) 977-4777","https://burnettspecialists.com","google_places","https://maps.google.com/?cid=7812634410441663807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.599Z"
"cmp-d018992d","Oncall Staffing Inc","2989 Bingle Rd, Houston, TX 77055, USA","Houston","TX","(713) 812-1976","http://www.oncallstaffinginc.com","google_places","https://maps.google.com/?cid=16713194307356399858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.600Z"
"cmp-b0a9931f","3 Way Staffing LLC.","6127 Telephone Rd, Houston, TX 77087, USA","Houston","TX","(713) 485-5900","http://www.3waystaffing.com","google_places","https://maps.google.com/?cid=8795922638173016316&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.600Z"
"cmp-a1b92c58","All-Tex Staffing & Personnel Inc","403 N Loop E Fwy, 13100 NW Freeway Suite 140, Houston, TX 77022, USA","Houston","TX","(713) 864-5000","http://www.alltexpersonnel.com","google_places","https://maps.google.com/?cid=10459022140473066255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.600Z"
"cmp-83fa7bb1","Tmd Staffing","12146 East Fwy, Houston, TX 77029, USA","Houston","TX","(713) 330-4303","https://www.tmdstaffing.com","google_places","https://maps.google.com/?cid=11112621506633132139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.600Z"
"cmp-c312996e","Reliable Staffing","2100 W Loop S Suite 920, Houston, TX 77027, USA","Houston","TX","(713) 789-9675","http://reliablestaffing.com/houston","google_places","https://maps.google.com/?cid=8095023945804551526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T02:59:52.600Z"
"cmp-d81ac894","Kp Staffing","2916 N Belt Line Rd, Irving, TX 75062, USA","Irving","TX","(214) 974-8174","https://www.kpstaffing.com/our-office-locations/irving-office","google_places","https://maps.google.com/?cid=16967852415019092160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.970Z"
"cmp-c24e15bd","Stride Staffing","1814 W Irving Blvd, Irving, TX 75061, USA","Irving","TX","(214) 377-9505","http://www.stridestaffing.com","google_places","https://maps.google.com/?cid=13935497132750693114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.970Z"
"cmp-4ce57f6f","Link Staffing","5601 Executive Dr #100, Irving, TX 75038, USA","Irving","TX","(972) 256-4104","https://linkstaffing.com/locations/irving-dallas","google_places","https://maps.google.com/?cid=12948576390563026715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.970Z"
"cmp-74c2effe","Ameritemps","2915 N Belt Line Rd, Irving, TX 75062, USA","Irving","TX","(972) 721-9675","http://ameritempsdfw.com","google_places","https://maps.google.com/?cid=12958516890703466543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.970Z"
"cmp-14e5e7a9","Ontrack Staffing","2548 N Belt Line Rd, Irving, TX 75062, USA","Irving","TX","(972) 255-1122","http://otstaffing.com","google_places","https://maps.google.com/?cid=6068614351044813751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.970Z"
"cmp-e142d064","Apple Staffing Inc","1537 W Irving Blvd, Irving, TX 75061, USA","Irving","TX","(972) 259-5566","http://www.applestaffing.com","google_places","https://maps.google.com/?cid=1618086849833582898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.970Z"
"cmp-d51aa192","Ascend Staffing","4425 W Airport Fwy # 475, Irving, TX 75062, USA","Irving","TX","(469) 284-0830","http://ascendstaffing.com","google_places","https://maps.google.com/?cid=10794800488354173238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.970Z"
"cmp-5bfd5c27","Lsi Staffing","2301 N O'Connor Rd suite h, Irving, TX 75062, USA","Irving","TX","(972) 986-0600","http://www.lsistaffing.com","google_places","https://maps.google.com/?cid=6697959581989329955&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.971Z"
"cmp-8a73bfe8","Cornerstone Staffing","8840 Cypress Waters Blvd #280, Coppell, TX 75019, USA","Irving","TX","(817) 571-6855","https://www.cornerstonestaffing.com/locations-contact-us/Irving","google_places","https://maps.google.com/?cid=11268800313165205950&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.971Z"
"cmp-0af84b32","Elwood Staffing","3455 N Belt Line Rd Ste.215, Irving, TX 75062, USA","Irving","TX","(469) 262-2939","https://www.elwoodstaffing.com/contact-us-and-locations/TX/Irving","google_places","https://maps.google.com/?cid=482599565813477382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.971Z"
"cmp-fefc6595","Progroup Staffing, Inc.","5005 W Royal Ln #196, Irving, TX 75063, USA","Irving","TX","(972) 913-2763","https://www.progroupstaffing.com","google_places","https://maps.google.com/?cid=9487715930744438912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.971Z"
"cmp-041468d6","Hrt Staffing Services","511 E John W Carpenter Fwy # 500, Irving, TX 75062, USA","Irving","TX","(972) 400-4400","http://www.hrtechs.com","google_places","https://maps.google.com/?cid=10564912838139534473&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","IT staffing","0.94","2026-04-24T05:06:30.971Z"
